,Job Title,Company,Keywords,Concepts,Technical Skills,Soft Skills,Coding Skills
102,Senior Consultant – Market Research and Analytics,INTERVISTAS CONSULTING INC.,"['market research', 'senior consultant', 'survey research project', 'market opportunity analysis', 'quantitative market research', 'on-line market research', 'market data searches', 'strong proficiency', 'key consulting projects', 'project management acumen', 'overall project design', 'strong client relations', 'statistical analysis', 'consumer research assessments', 'excellent research skills', 'core data collection', 'related work experience', 'strategic planning projects', 'primary project oversight', 'new client development', 'advanced statistical analysis', 'permanent     senior consultant', 'course correct projects', 'project team members', 'research projects', 'client liaison roles', 'senior management team', 'priorities. key responsibilities', 'asset. previous work', 'statistical software packages', 'client deliverables', 'visually compelling graphics', 'asset job types', 'quantitative background. degrees', 'ongoing competing deadlines', 'customer satisfaction', 'e.g. sql server', 'vice president', 'track record', 'analysis projects', 'market segmentation', 'market information', 'customer experience', 'project risks', 'project progress', 'experience evaluation', 'successful project', 'data interpretation', 'project scheduling', 'survey design', 'data specialist', 'thorough analysis', 'strong writer', 'client base', 'data modelling', 'supervisory experience', 'extensive experience', 'client supervisor', 'successful projects', 'survey fieldwork', 'detailed survey', 'client interaction', 'strong presentation', 'work approach', 'business issues', 'key findings', 'key products', 'program development', 'survey programming', 'key trends', 'insightful reports', 'business plans', 'service delivery', 'database development', 'well-crafted reports.', 'proposal development', 'business degree', 'strategic plans', 'communication skills', 'language skills', 'tight deadlines', 'custom surveys', 'report preparation', 'innovative problem-solver', 'competitor evaluation', 'alternative solutions', 'inquisitive mind', 'source documents', 'summary outputs', 'sound interpretations', 'undergraduate degree', 'excellent business', 'industry trends', 'consulting environment', 'science focus', 'job location', 'considered. preference', 'tourism clients', 'ms suite', 'direct responsibility']","['Project management', 'Marketing', 'Quantitative marketing research', 'Scientific method', 'Social research', 'Marketing research', 'Market research', 'Data', 'Statistics', 'Project planning', 'Quantitative research', 'Management', 'Vice President of the United States', 'Project', 'Critical path method', 'Research and development', 'Ad Tracking', 'Experimental techniques', 'Project management software', 'Research', 'Comparison of statistical packages']","['statistics', 'statistics', 'statistics', 'database', 'programming']","['consulting', 'consulting', 'team', 'team', 'consulting']",[]
103,Digital Campaign Manager,A Vancouver Ad Tech Firm,"['campaign manager role.', 'vancouver ad tech', 'ad operations/ campaign', 'digital campaign manager', 'online ad campaigns.', 'online ad campaigns', 'ad copy creation', 'trend tools campaign', 'campaign audits act', 'positive family spirit.', 'adwords certification experience', 'actionable insights. responsibilities', 'time. great team', 'top-notch analytical skills', 'relevant technology providers', 'flexible work schedules', 'advertising technology landscape', 'great company culture', 'ad trafficking', 'executive benefits package', 'basic tactical execution', 'role. strong understanding', 'account managers', 'mountain view lounge', 'difference. profit sharing', 'trafficked ad', 'ad tags', 'campaign pacing', 'campaign reports', 'campaign efficiency', 'work feels', 'digital playground', 'digital media', 'little wins.', 'expert knowledge', 'innovative space', 'cover letter', 'technical support', 'amazing co-workers', 'disparate data', 'demand-side platforms', 'complex challenges', 'business manager', 'unique culture', 'office environment', 'unique opportunity', 'small team', 'data processes', 'search platforms', 'team events', 'data-savvy individual', 'troubleshoot problems', 'strategy development', 'data uploads', 'performance execute', 'performance issues', 'educational stipends', 'optimization analysis', 'creative issues', 'new features', 'fast-paced environment', 'internal projects', 'research tools', 'pivot tables', 'funny photo', 'pressure benefits', 'keyword development', 'budget management.', 'multiple projects/deadlines', 'search campaigns', 'meticulous attention', 'job type', 'big impact', 'quality assurance', 'office snacks', 'data-driven decisions', 'client objectives', 'thoughtful recommendations', 'microsoft excel', 'core values', 'similar values', 'full-time salary', 'usage concerns', 'familiarity', 'qa', 'testing', 'people', 'fulfils', 'setup', 'emarketer', 'poise', 'fooseball', 'ability', 'ds3', 'dcm', 'adaptability', 'forefront', 'dbm']","['Problem solving', 'Management', 'AdSense', 'Digital']",[],"['team', 'creative', 'creative', 'team', 'team', 'team']",[]
104,Senior Marketing Analytics Manager,Corporate Office,"['property marketing leaders', 'specific marketing initiatives', 'marketing industry experience', 'direct marketing systems', 'solid track record', 'strategic business decisions.', 'player behavior changes', 'market share analysis', 'maximum profitability. analyzes', 'translates business questions', 'making.   key responsibilities', 'senior team. partners', 'experience undergraduate degree', 'ensures appropriate appraisals', 'human resources issues', 'proven track record', 'project management skills', 'strong analytical skills', 'equivalent combination', 'social media pages', 'marketing team', 'marketing forecast', 'marketing studies', 'analytics projects', 'statistical analytics', 'optimization analytics', 'data collection', 'useful data', 'corporate office', 'offer analysis', 'data integrity', 'strategic thinking.', 'player development', 'analytical support', 'weekly basis.', 'engaged professional', 'weekly operations', 'direct reports', 'action plans', 'analysis. collects', 'consumer behaviors.', 'preliminary results', 'development needs', 'timely completion.', 'market insights', 'operation reviews', 'sound basis', 'financial modeling', 'corrective feedback', 'crm systems', 'forecasting techniques', 'best chance', 'right fit', 'gateway casinos', 'significant increase', 'cognos', 'performance', 'accountabilities', 'education', 'conclusions', 'role', 'planning', 'implementation', 'customer', 'offers', 'programs', 'bclc', 'sites', 'purposes.', 'safety', 'recruitment', 'employees.', 'training', 'coaching', 'discipline.', 'emphasis', 'love']","['Marketing', 'Management', 'Forecasting', 'Business', 'Customer relationship management', 'Market share analysis', 'Decision making', 'Market share', 'Business intelligence', 'Strategic management']",[],"['team', 'team', 'team']",[]
105,Senior Corporate Finance Associate,STEMCELL Technologies,"['stemcell technologies', 'stemcell technologies inc.', 'engineering degree. stemcell', 'financial planning', 'support business units', 'key financial planning', 'business user groups', 'key departmental business', 'align financial plans', 'management reporting processes', 'senior corporate finance', 'enhance finance planning', 'finance information systems', 'relevant fp&a experience', 'related financial controls', 'cell culture media', 'cell separation products', 'life science research', 'canada. job description', 'analysis. job description', 'contract assay services.', 'global best practices', 'privately-owned biotechnology company', 'cellular therapy research', 'create account button.', 'special projects skills', 'continuously driving improvements', 'career development opportunities.', 'rapidly changing environment', 'largest biotechnology employer', 'minimal supervision address', 'current organizational needs', 'highly motivated colleagues', 'business analysis', 'business processes', 'sustainable business', 'business users', 'analysis processes', 'financial information', 'science-oriented employees', 'finance systems', 'finance knowledge', 'current experience', 'technical support', 'unfailing quality', 'previous experience', 'support materials', 'similar experience', 'relevant information', 'world. scientists', 'lead development', 'monthly accounting', 'standardized products', 'regional offices', 'regenerative medicine', 'outstanding products', 'facilitate development', 'relevant field', 'actionable options', 'station street', 'new systems', 'procedure development', 'global organization', 'project management', 'annual budgets', 'thorough understanding', 'professional designation', 'apply button.', 'distribution centres', 'ancillary reagents', 'economic issues', 'user cases', 'data preparation', 'seamless implementation', 'personal growth', 'implementation • ability', 'dynamic environment.', 'active listener', 'special character', 'capital letter', 'cover letter', 'written reasoning', 'storytelling skills', 'analytic capability', 'competitive salary', 'login screen', 'excellent benefits', 'vancouver', 'activities', 'policy', 'resume.', 'application', 'value-add', 'password', 'self-serve', 'rollout', 'reviews', 'power', 'cancer', 'instruments']","['Stem cell', 'Finance', 'Academic degree', 'Project management', 'Biotechnology', 'Developmental biology', 'User', ""Bachelor's degree"", 'Personal finance', 'Cell culture', 'Business', 'Cell', 'Financial plan', 'Economics', 'Corporate finance', 'Technical support', 'Login', 'Business process modeling']",[],"['passion', 'verbal', 'communicate', 'creative']",[]
106,Search Marketing Manager,lululemon athletica,"['lululemon athletica', 'search marketing manager', 'lululemon’s categories', 'search marketing tools', 'non-traditions search programs', 'lululemon culture', 'search automation tools', 'engine marketing program', 'web analytics tools', 'accrual process strategize', 'in-house technology teams', 'cross functional team', 'brand media activities', 'granular level choose', 'global retail brand', 'performance based salary', 'utmost integrity desire', 'large scale keyword', '*comprehensive benefits package', 'bonuses. job type', 'sem initiatives', 'store experience', 'guest experience', 'search experts', 'analytics teams', 'javascript experience', 'marketing programs', 'marketing teams', 'core accountabilities', 'marketing tracking', 'google analytics', 'innovative programs', 'analysis tools', 'program expert', 'north america', 'experienced marketer', 'senior stakeholders', 'various teams', 'team need', 'foster relationships', 'new ways', 'retention activities', 'competitive salary', 'business planning', 'management skills', 'communication skills', 'roi visibility', 'data operations', 'acadamic/educational requirements', 'tableau ability', 'consumer trends', 'track record', 'functional partner', 'full-time salary', 'qlik view', 'constant self-improvement', 'quantitative focus', 'ba / bs', 'egoless nature', 'ad operations', 'entrepreneurial spirit', 'e.g kenshoo', 'lifestyle self-awareness', 'external vendors', 'relocation costs', 'growth', 'opportunities', 'product', 'omniture', 'passionate', 'synergies', 'haves', 'adwords', 'reviews', 'europe.', 'digital', 'invoice', 'lululemon.', 'develop', 'needs', 'ideas', 'online', 'class', 'successfu', 'economics', 'math', 'accounts', 'html', 'work', 'goal', 'analysts', 'disability', 'support', 'vancouver.', 'employee', '/year']","['Search engine optimization', 'Search engine marketing', 'Marketing', 'Internet marketing', 'Web analytics', 'Ask.com', 'Yahoo! Search Marketing', 'Communication', 'Google', 'Management', 'Internet terminology', 'Lululemon Athletica', 'Business', 'The A-Team', 'Montgomery Clift']",[],"['team', 'team', 'team', 'interpersonal', 'communicate', 'communicate']",['tableau']
107,Digital Marketing Manager,BuildDirect,"['paid search programs', 'paid search program', 'home improvement', 'marketing team', 'broader marketing team', 'online marketing experience', 'online marketing campaigns', 'home owners', 'marketing best practices', 'digital marketing leadership', 'search market share', 'home improvement industry', 'home improvement product', 'home improvement industry.', 'digital advertising programs', 'empower home owners', 'contextual advertising platforms', 'manage direct reports', 'post-campaign results reports', 'new project developments', 'important account metrics', 'similar experience developing', 'direct response strategy', 'adobe media optimizer', 'ppc industry trends', 'direct reports passion', 'large online selection.', 'keyword match types', 'focused ad groups', 'seller services teams', 'quo high degree', 'enthusiasm high levels', 'google tag manager', 'asset high attention', 'online/offline data…those excel', 'programmatic ad buying', 'strong entrepreneurial spirit', 'perspective strong sense', 'analytics team', 'search performance', 'search platforms', 'marketing campaigns.', 'online search', 'search strategies', 'search engine', 'adobe analytics', 'google analytics', 'performance platforms', 'dream home', 'campaign performance', 'actionable insights', 'builddirect’s mission', 'social programs', 'drive growth', 'roi goals.', 'display campaigns', 'new opportunities', 'quality traffic', 'audacious spirit', 'competition metrics', 'open platform', 'display knowledge', 'campaign structures', 'testing frameworks', 'media specialist', 'new challenges', 'click campaigns', 'roi expectations', 'social ads', 'regular updates', 'technology company', 'bidding strategies', 'technology groups', 'change tactics', 'growth monitor', 'compelling format', 'adobe audience', 'user acquisition', 'basic understanding', 'potential buyers', 'junior marketers', 'natural tendency', 'strategic pay', 'different audiences', 'top-line revenue', 'ongoing development', 'budget caps', 'vast amounts', 'oral communication', 'beautiful vancouver.', 'business', 'management', 'skills', 'execution', 'desire', 'bing', 'doubleclick', 'communicate', 'home-owners', 'ability']","['Google', 'Search engine optimization', 'Internet marketing', 'Pay per click', 'Web analytics', 'Marketing', 'Home improvement', 'In-text advertising', 'Contextual advertising', 'Bing', 'Geo targeting', 'Home']","['machine learning', 'algorithms']","['team', 'team', 'team', 'team', 'passion', 'team', 'communicate', 'team', 'communicate', 'team', 'communicate']",[]
108,User Acquisition Manager,"WeatherBug, a GroundTruth company","['user acquisition', 'mobile user acquisition', 'new user acquisition', 'user acquisition strategies', 'manage user acquisition', 'new app users', 'user acquisition campaigns', 'top-rated weather app', 'major weather app', 'user usage data', 'user engagement track', 'new users track', 'new marketing techniques', 'monthly active users', 'fully owned division', 'project management skills', 'business demands communication', 'detailed weekly performance', 'team technical aptitude', 'level team player', 'environment excellent communication', 'disability status. job', 'equal opportunity employer', 'groundtruth company', 'groundtruth’s vision', 'new product', 'new technologies', 'communication skills', 'mobile apps', 'pivot tables', 'key metrics', 'apps bachelor', 'relevant experience', 'mobile games', 'performance data', 'marketing plans', 'strong presence', 'product teams', 'database data', 'analyze results', 'marketing bursts', 'analysis experience', 'high quality', 'advertising opportunities.', 'optimization opportunities', 'growth plan', 'creative development', 'traffic test', 'product portfolios', 'data manipulation', 'partnerships experience', 'excel skills', 'timely work', 'problem solver', 'strong analytics', 'android stores', 'full-time experience', 'launches ability', 'marital status', 'campaign direction', 'quantitative field', 'sexual orientation', 'veteran status', 'weatherbug', 'value diversity', 'national origin', 'engineering', 'countries', 'willingness', 'europe', 'asia.', 'conversion', 'reports', 'goals', 'research', 'sources', 'solutions', 'class', 'degree', 'math', 'economics', 'finance', 'company.', 'race', 'religion', 'color', 'type', 'americas', 'conversation']","['Management', 'Discrimination', 'Equal opportunity', 'Learning', 'Project management', 'Skill', 'Egalitarianism', 'Linguistics', 'Marketing', 'Second language acquisition', ""Bachelor's degree"", 'Communication', 'Mobile game', 'Pivot table']",['database'],"['creative', 'verbal', 'team', 'team']",['sql']
109,"Manager, Digital Engagement",lululemon athletica,"['equal employment opportunity', 'social media', 'guest experience', 'social guest experience', 'guest experience impacts', 'lululemon equal employment', 'guest experience strategy', 'uniquely lululemon experiences', 'high social volume', 'digital customer experience', 'social customer service', 'social media management', 'progressive leadership experience', 'public relations experience', 'social media channels', 'long term team', 'brand experience organization', 'partially remote team', 'initiative creation. experience', 'digital engagement strategy', 'long term brand', 'social channels.', 'pr team', 'lululemon athletica', 'digital channel owners.', 'employment opportunity employer.', 'employment opportunity policy', 'large hourly labour', 'utmost integrity desire', 'technology vendor relationships', 'fast-paced growth environment', 'main vendor relationships', 'implement emerging technology', 'egoless nature self', 'related medical conditions', 'store support center', 'lululemon culture', 'interest. lululemon', 'constant self improvement', 'high volume', 'full-time unposting date', 'experience innovation', 'asset. experience', 'large team', 'social media.', 'big team', 'social savvy.', 'community team', 'team leads.', 'team development', 'large guest', 'guest insights', 'pr issues', 'core accountabilities', 'engagement strategies', 'brand initiatives', 'teams needs', 'short term', 'new platform', 'contact centre', 'direct reports', 'operations manager', 'senior leaders', 'consistent change.', 'future structure', 'internal partners', 'utmost appreciation', 'opportunity policies', 'relationship building', 'functional teams', 'employment decisions', 'endless possibility', 'track record', 'new friends', 'business needs', 'military service', 'zillion balls', 'mental disability', 'local laws', 'entrepreneurial spirit', 'effective. job', 'decision making', 'marital status', 'reasonable accommodation', 'lifestyle self-awareness', 'sexual orientation', 'guests reactions', 'national origin', 'personal actions', 'director', 'communication', 'times', 'work', 'reviews', 'parts', 'people', 'landscape', 'complexities', 'vendors.', 'retention.']","['Equal Employment Opportunity Commission', 'Term', 'The A-Team', 'Public relations', 'Social media', 'Equal Opportunity Employment', 'Time', 'Lululemon Athletica', 'Entrepreneurship', 'Employment', 'Highland Capital Partners']",[],"['team', 'team', 'team', 'team', 'team', 'team', 'team', 'team', 'team', 'team', 'team', 'team', 'team', 'team', 'speaking']",[]
110,"Director, Data Analytics",Ritchie Bros. Auctioneers,"['data analytics', 'ritchie bros.', 'ritchie bros. auctioneers', 'data analytics team', 'data analytics strategy', 'current data analytics', 'description  ritchie bros.', 'ritchie brothers business', 'business drive business', 'lead operational analytics', 'glenlyon parkway', 'data quality teams.', 'business intelligence', 'complex high-volume data', 'methodologies.  analyze data', 'business intelligence analysts', 'business intelligence tools', 'data acquisition.  identify', 'business decision-making capability.', 'key business issues', 'business consulting firm', 'glenlyon parkway burnaby', 'european online equipment', 'bros. financial services', 'finance heavy equipment', 'bros. private treaty', 'kruse energy auctioneers', 'equipment appraisal services', 'online auction marketplace', 'live auction events', 'live auction technologies', 'basic analytics', 'largest industrial auctioneer', 'strong team leadership', 'featured weekly auctions', 'multi-award winning childcare', 'capacity.  previous experience', 'dental benefits.  rrsp', 'gold certified facility', 'ca-bc-burnaby work locations', 'professionals.  strong experience', 'employee share plan', 'long term bonus', 'exceptional park-like setting', 'dry cleaning services', 'data strategy', 'potential operational changes', 'fitness programs.  proximity', 'generating data-analytic services.', 'base salary minimum', 'acquisition team email', 'match.  ongoing training', 'general technology skills', 'strategic initiatives. partner', 'design new approaches', 'permanent full-time position', 'rbauction.com primary location', 'competitive performance', 'e.g. ms', 'organizational data', 'business success', 'business analysis', 'business administration', 'business partnership', 'business segments', 'business insights', 'work experience', 'global company', 'solution-based company', 'work culture', 'online bidding', 'sector-specific solutions', 'areas.  develop', 'global leader', 'business.  work', 'world appraise', 'online marketplace', 'subsidized cafeteria', 'gym equipment', 'e.g. tableau', 'analytic systems', 'new role', 'endless career', 'data-analytic opportunities', 'e.g. bain', 'analytic approach', 'short term', 'managerial skills', 'ironclad assurance', 'senior management', 'week. language', 'asset appraisals', 'analytic insights', 'professional development', 'corporate strategy', 'free parking.', 'bike room', 'criteria. design']","['Data analysis', 'Management', 'Ritchie Bros. Auctioneers', 'Business intelligence', 'David Edward Ritchie', 'S&P/TSX Composite Index', 'Data management']","['predictive modeling', 'data visualization']","['team', 'team', 'team', 'team', 'team', 'consulting', 'consulting', 'team']","['tableau', 'sql']"
111,Data Scientist,Visier Solutions,"['data-driven business solutions.', 'critical business questions', 'business needs. experience', 'business value. minimum', 'different business stakeholders', 'business intelligence space.', 'data science team', 'data-driven insights.   responsibilities', 'statistical techniques. work', 'high quality solutions.', 'unique multi-million employee', 'advanced analytical techniques', 'cross-customer data set.', 'software development teams', 'production level technology', 'advanced statistical techniques', 'deep technical expertise', 'enterprise level companies', 'product management department', 'san jose offices', 'end-user-centric analytic applications.', 'verbal communication skills', 'sports teams. bbqs', 'strong coding skills', 'fast-growing global company.', 'great benefits package.', 'learns. after-work socials', 'day. office dogs.', 'right career opportunity', 'annual summer event.', 'social media channels.', 'talent acquisition team', 'business problems', 'business analytics', 'visier solutions', 'extensive experience', 'modelling. minimum', 'scientific techniques', 'visier  sound', 'new capabilities', 'new talent', 'electronic arts', 'award-winning solutions.', 'standardization technology', 'passion-driven organization.', 'unique dataset', 'new technologies', 'expert developer', 'preferably scala/python', 'research studies', 'hr data', 'similar field', 'generate value', 'scientific method', 'big picture', 'programming language', 'regression analysis', 'drive innovation', 'quantitative analysis', 'hypothesis testing', 'insight generation', 'strong problem', 'potential team', 'head offices', 'free fruit', 'local communities.', 'tech industry.', 'big move.once', 'company news', 'steps.   chat', 'executive leaders', 'patio space', 'regular lunch', 't-net bc', 'projects', 'products', 'machine', 'vancouver', 'employees', 'master', 'job', 'match', 'linkedin', 'bmo', 'perks', 'micron', 'time', 'vision', 'record', 'delivery', 'variety', 'functions', 'opportunities', 'table', 'physics', 'statistics', 'mathematics', 'mind', 'r.', 'ideas']","['Business intelligence', 'Scientific method', 'Statistics', 'Learning', 'Problem solving', 'Analytics', 'Business analytics']","['machine learning', 'statistics', 'regression', 'machine learning', 'programming']","['passion', 'team', 'verbal', 'team', 'team', 'passion']","['python', 'r']"
112,Senior Business Project Analyst,E-Comm 9-1-1 | Emergency Communications for British Columbia Incorporated,"['business project analyst', 'future business requirements', 'project schedules. knowledge', 'project plans', 'project management institute', 'software experience experience', 'management systems knowledge', 'sound related experience', 'enterprise applications', 'business intelligence applications', 'security clearance', 'candidate meaningful work', 'client engagement documentation', 'information systems methods', 'security police clearance', 'service delivery manager', 'security clearance programs', 'effective client solutions', 'e-comm. security clearance', 'polygraph. residency requirements', 'future partner agencies', 'centre superlative documentation', 'security clearance process', 'business processes', 'knowledge nice iex/totalview', 'similar service delivery', '40-hour work week.', 'enterprise applications. nature', 'service performance. consults', 'candidate displays honesty', 'experience strong understanding', 'vocational-based security clearances', 'candidate availability. job', 'work. knowledge', 'public safety projects', 'external contacts. ability', 'emergency technology expertise', 'vancouver police department', 'criminal records check', 'outstanding teamwork skills', 'government services canada', 'medical services plan', 'major incident debriefings', 'account. career development', 'business/statistical analysis expertise', 'general accountability reporting', 'enforcement partner agencies', 'client approval', 'contact centre manager', 'user acceptance testing', 'analyzes potential improvements', 'superlative organizational abilities', 'personal background check', 'quality assurance reviews', 'bc. job term', 'on-going support', 'employee savings plan', 'outstanding issues. conducts', 'accurate decisions. displays', 'requirements experience', 'federal government authorities', 'municipal pension plan', 'horizon. fresh fruit', 'e. pender street', 'care. total number', 'project timelines', 'canadian permanent resident', 'regular full-time  position.', 'community-based policing offices', 'project teams', 'project planning', 'workforce management', 'business analysis', 'user-oriented business', 'significant project', 'enterprise system applications', 'balances requirements', 'required. knowledge', 'abilities knowledge', 'experience completion', 'design experience', 'experience cognos', 'work. ability', 'verint systems', 'client relationships', 'user agencies', 'client users', 'future team', 'future projects', 'extraordinary service', 'external agencies', 'multi-tasking skills', 'operations. ability', 'solutions. ability', 'information. ability', 'times. ability', 'correctional service', 'maintains documentation', 'technical expertise', 'teams. develops']","['Security clearance', 'Project management', 'Working time', 'Requirement', 'Requirements analysis', 'Workweek', 'Business analyst', 'Project management software', 'Project', 'Background check', 'The Work', 'Business intelligence', 'Project planning']",[],"['communicate', 'team', 'team', 'team', 'creative']",[]
113,Senior Auditor,lululemon athletica,"['equal employment opportunity', 'business process owners', 'sox management software', 'lululemon equal employment', 'advisory services', 'global risk', 'advisory services team', 'ad-hoc business requests.', 'existing business processes', 'advisory services audit', 'advisory services manager.', 'operational audit projects', 'continuous process improvements', 'technical apparel company', 'lululemon athletica', 'action innovative solutions.', 'internal/external subject matter', 'conduct operational audits', 'employment opportunity employer.', 'progressive auditing experience', 'applicable professional certifications', 'employment opportunity policy', 'data analytics tool', 'store support center', 'great results. communicates', 'related medical conditions', 'project. strong understanding', 'failure. fosters connection', 'full-time unposting date', 'interest. lululemon', 'business management', 'risk management', 'sox testing', 'global company', 'advisory projects', 'business needs', 'risk assessments', 'global departments', 'innovative product', 'key controls', 'preferably accounting', 'control expertise', 'problem solvers', 'big things.', 'control design', 'key leader', 'cost savings.', 'various parts', 'life  lead', 'annual compliance', 'deeper understanding', 'industry knowledge', 'cpa required.', 'independent audits', 'overall purpose', 'solution generators', 'open dialogue', 'operating effectiveness', 'standards. experience', 'root causes', 'data analytics.', 'continuous monitoring', 'incredible connections', 'external auditors', 'opportunity policies', 'programs. qualifications', 'visualization capabilities', 'building trusting', 'finance organization', 'employment decisions', 'personal responsibility', 'relationship-building skills', 'li-bt1  job', 'e.g. acl', 'natural affinity', 'communicate recommendations', 'entrepreneurial spirit', 'mental disability', 'military service', 'local laws', 'marital status', 'utmost appreciation', 'reasonable accommodation', 'sexual orientation', 'integrates fun', 'personal actions', 'analyze situations', 'national origin', 'sql queries', 'people', 'world', 'desire', 'crma', 'liaise', 'cisa', 'reviews', 'ambiguity', 'scoping', 'practice']","['Audit', 'Management', 'Financial audit', 'Business process improvement', 'Auditing', 'Process management', 'Equal Employment Opportunity Commission', 'External auditor', 'Risk', 'Internal control', 'Risk assessment', 'Risk management', 'Operational risk', 'Business process', 'Entrepreneurship', 'Business process modeling', 'Business process reengineering', 'Responsibility', 'Equal Opportunity Employment', 'Business', 'Lululemon Athletica', 'Business process management', 'Continuous monitoring', 'Highland Capital Partners', 'Enterprise modelling']",['visualization'],"['team', 'team', 'communicate', 'team', 'team']",['sql']
114,Candidate Sourcing Coordinator,MindField Group,"['candidate sourcing coordinator', 'hourly workforce. mindfield', 'coordinator  mindfield', 'mindfield group', 'data-driven hiring strategy', 'adhoc job advertising', 'right employers.   candidate', 'fast paced environment', 'daily job advertisements', 'technology-enabled talent solutions', 'recruitment operations managers', 'process oriented environment', 'strategic advertising plans', 'equivalent related experiences', 'concept office environment', 'job seekers', 'results-driven attitude.', 'contact/call center', 'additional applicants', 'passive applicants', 'right jobs', 'business outcomes', 'sales performance', 'motivated individual', 'quality candidates.', 'job broadcasting', 'right qualifications', 'doing…  process', 'coolest space', 'experience working', 'career sites', 'local markets', 'employment boards', 'web presence', 'previous experience', 'data entry', 'repetitive tasks', 'marketing diploma', 'solid computer skills', 'social networking', 'analytics/tracking tools', 'career growth', 'email campaigns', 'advancement opportunities', 'strong attention', 'people', 'like-minds', 'team', 'thrives', 'wpm', 'tenure', 'familiarity', 'expectations', 'engagement', 'attitudes', 'provider', 'partners', 'companies', 'process.', 'approach', 'selection', 'measurement', 'fun', 'initiative.', 'us…fun', 'customers', 'environment.', 'media', 'traffic', 'assist', 'sources', 'community', 'college', 'university', 'hospitality', 'asset']","['Recruitment', 'Employment', 'Management', 'Process', 'Handle']",[],"['communicate', 'team', 'team']",[]
115,Operations Analyst,STEMCELL Technologies,"['stemcell technologies', 'stemcell technologies inc.', 'engineering degree. stemcell', 'microstrategy business analytics', 'respective business performance', 'maximum business value', 'data analysis experience', 'robust data sources', 'external data sources', 'life science research', 'cell culture media', 'cell separation products', 'canada. job description', 'create account button.', 'contract assay services.', 'whole. job description', 'privately-owned biotechnology company', 'cellular therapy research', 'cross departmental teams', 'largest biotechnology employer', 'significant career development', 'project management methodologies', 'operations analyst', 'strong analytical skills', 'accuracy creative thinker', 'continuous improvement framework', 'priorities. qualifications bachelor', 'highly motivated colleagues', 'significant business', 'business counterparts', 'business users', 'business analysis', 'business processes', 'business problems', 'business needs', 'business intelligence', 'business minimum', 'business domains', 'science-oriented employees', 'data structures', 'unfailing quality', 'world. scientists', 'process documentation', 'process optimization', 'abilities ability', 'standardized products', 'technical support', 'profitable develop', 'regenerative medicine', 'outstanding products', 'reporting tools', 'regional offices', 'far-reaching effect', 'effective relationships', 'new systems', 'operational responsiveness', 'apply button.', 'internal programs', 'past experiences', 'significant amounts', 'analytical tools', 'corresponding projects', 'core competency', 'ancillary reagents', 'distribution centres', 'related tools.', 'operational teams', 'dynamic environment.', 'capital letter', 'special character', 'cover letter', 'competitive salary', 'successful implementation', 'login screen', 'excellent benefits', 'understanding', 'vancouver', 'reports', 'information', 'resume.', 'application', 'password', 'resilience', 'reviews', 'power', 'cancer', 'instruments', 'novel', 'countries', 'seattle', 'love', 'customers', 'bsc', 'training.', 'phds/mscs', 'summary', 'role', 'opportunities', 'building', '‘end']","['Stem cell', 'Business intelligence', 'Analytics', 'Biotechnology', 'Data analysis', 'Cell culture', 'Process management', 'Business analytics', 'Cell', 'Data mining', 'User', 'Growth medium', 'Problem solving', 'Academic degree', 'Management', 'Business process modeling', 'Organ transplant', 'Developmental biology', 'Analyst', 'Agar plate']",[],"['passion', 'creative', 'communicate', 'creative']",[]
116,Technical Program Manager,Global Relay,"['global relay', 'product management', 'daily stand-ups', 'permanent     global relay', 'global financial sector.', 'dynamic team environment', 'technical program manager', 'component/feature translating product', 'technical program/product management', 'primary product expert', 'international business aspirations', 'market-leading archiving service', 'software company experience', 'major financial centers', 'documentation skills experience', 'project status experience', 'bc tech association', 'key release activities', 'agile team', 'high quality designs', 'scrum development methodologies', 'training.  role responsibilities', 'strong requirement elicitation', 'drive cross-team initiatives', 'acceptance criteria', 'phone calls please.', 'product team', 'team’s backlog', 'product roadmap', 'global banks.', 'global operations', 'product manager', 'team meetings', 'development center', 'technical architecture', 'technical support', 'technical field', 'development process.', 'development process', 'business logic', 'mobile messaging', 'invaluable opportunities', 'cloud-based archiving', 'social media', 'new york', 'web access.', 'major awards', 'report status', 'young people', 'big-data architecture', 'specific components/features', 'thomson reuters', 'specific features', 'new products', 'common platform.', 'detailed requirements', 'release process', 'platform components', 'instant messaging', 'medium employers', 'user stories', 'influential firms.', 'work estimates', 'plan sprints', 'cross-component dependencies', 'corporate cultures', 'professional services', 'community involvement', 'cool technology', 'strong focus', 'tracking progress', 'visit www.globalrelay.com.', 'software developer/engineer', 'sprint planning', 'design phase', 'cover letter', 'pdf document', 'monitor progress', 'great fit', 'workflow diagrams', 'suitable artifacts', 'tpm', 'tpms', 'world', 'architects', 'ui/ux', 'individuals', 'job', 'ediscovery', 'canada', 'roadmaps', 'retrospectives', 'reviews', 'provider', 'customers', 'countries', 'email', 'bloomberg®', 'vancouver']","['Agile software development', 'Product management', 'Technical support', 'Instant messaging', 'Collaboration', 'Product manager', 'Product', 'Management', 'Product marketing', 'Extreme Programming']",['cloud'],"['team', 'communicate', 'team', 'team', 'team', 'team', 'team', 'team', 'team', 'team', 'team']",[]
